title,text
Installation,"Installation. # Installation The core package, , contains only the MachineLearningInterface at about.md and a simple driver that implements the Collective Learning Protocol. To install only the core package: To make collective learning easier to use we have defined extra packages with helpers for model development in Keras and Pytorch. To install with Keras/Pytorch extras: To install both the Keras and Pytorch extras use: To run stand-alone examples: For more examples see the Examples Page at examples.md"
Installation,"Installing From Source. ,Running the tests: Tests can be run with:"
Installation,"Documentation. To run the documentation, first install mkdocs at https://www.mkdocs.org and plugins: Then run:"
Using collective learning,Using collective learning. # Using collective learning This tutorial is a simple guide to trying out the collective learning protocol with your own machine learning code. Everything runs locally. The most flexible way to use the collective learning backends is to make a class that implements the Collective Learning defined in ml_interface.py at {{ repo_root }}/colearn/ml_interface.py. This tutorial will walk through implementing the . If you're already using keras or pytorch you might find it easier to use the or classes. See the other tutorials for details of how to do that.
Using collective learning,"The MachineLearningInterface. There are four methods that need to be implemented: 1. causes the model to do some training and then return a new set of weights that are proposed to the other learners. This method shouldn't charge the current weights of the model - that only happens when is called. 2. - the models takes some new weights and returns a vote on whether the new weights are an improvement. As in propose_weights, this shouldn't change the current weights of the model - that only happens when is called. 3. - the model accepts some weights that have been voted on and approved by the set of learners. The old weighs of the model are discarded and replaced by the new weights. 4. should return the current weights of the model."
Using collective learning,"Algorithms that work with colearn. These conditions need to be fulfilled for algorithms to work with collective learning: * Model fitting must be incremental so that the previous model is used as the starting point for training. This is easy to achieve for neural networks because neural network training is always iterative, but for other learning algorithms more care must be taken. Some examples of getting this wrong: None of the training methods here use the previous result when fit is called for a second time; instead they start again from scratch. Good examples of incremental training can be seen in the examples at ./examples.md. Many sklearn models have a parameter which can be set to to use the previous training result. XGBoost has an parameter for passing in the previous training results. * The model mustn't overfit when propose_weights() is called. You should limit training so that a learner will not overfit their training data in one round. For example, if a learner overfits their own training data then the other learners will reject the proposed update because it is not a good fit for their data. For a neural network a good approach is to restrict the number of batches that are used each round; for random forest, restrict the trees that are added each round."
Using collective learning,"Implementation for fraud detection task. Here is the class that implements the for the task of detecting fraud in bank transactions. Let's step through this and see how it works. The propose_weights method saves the current weights of the model. Then it performs some training of the model, and gets the new weights. It returns the new weights, and resets the model weights to be the old weights. The test_weights method takes as a parameter the proposed weights that it needs to vote on. It saves the current weights of the model, and then sets the model weights to be the proposed weights. It tests the model and votes based on whether the score that it is monitoring has improved. The vote score can be any metric that you like. You could use loss, accuracy, mean squared error or any custom metric. If the vote score is the loss then the model would only vote True if the score has decreased. Here we're using accuracy, so the vote is true if the score increases. This method then resets the weights to the old values and returns the vote along with some scores for monitoring purposes. The accept_weights method sets the weights of the model to be the new weights. It also updates the vote score to be the current performance. !!! Note You could implement a cache here. These weights will already have been tested in test_weights, so the vote score could be retrieved from the cache instead of recomputed. The final method is the simplest - get_current_weights just returns the current weights of the model. These weights are wrapped inside a object."
Using collective learning,"The rest of the example. The data is loaded and preprocessed and then split into equal parts for each learner. Then a list of FraudLearner instances is created, each with its own dataset. Then we give all the models the same weights to start off with: And then we can move on to the final stage, which is training with Collective Learning. The function performs one round of collective learning. One learner is selected to train and propose an update. The other learners vote on the update, and if the vote passes then the update is accepted. Then a new round begins."
How to run the demo,"How to run the demo. # How to run the demo You can try collective learning for yourself using the simple demo in run_demo at {{repo_root }}/colearn_examples/ml_interface/run_demo.py. This demo creates n learners for one of six learning tasks and co-ordinates the collective learning between them. There are six potential models for the demo * KERAS_MNIST is the Tensorflow implementation of a small model for the standard handwritten digits recognition dataset * KERAS_MNIST_RESNET is the Tensorflow implementation of a Resnet model for the standard handwritten digits recognition dataset * KERAS_CIFAR10 is the Tensorflow implementation of the classical image recognition dataset * PYTORCH_XRAY is Pytorch implementation of a binary classification task that requires predicting pneumonia from images of chest X-rays. The data need to be downloaded from Kaggle at https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia * PYTORCH_COVID_XRAY is Pytorch implementation of a 3 class classification task that requires predicting no finding, covid or pneumonia from images of chest X-rays. This dataset is not currently publicly available. * FRAUD The fraud dataset consists of information about credit card transactions, and the task is to predict whether transactions are fraudulent or not. The data need to be downloaded from Kaggle at https://www.kaggle.com/c/ieee-fraud-detection Use the -h flag to see the options: Arguments to run the demo:"
How to run the demo,"Running MNIST. The simplest task to run is MNIST because the data are downloaded automatically from . The command below runs the MNIST task with five learners for 15 rounds. You should see a graph of the vote score and the test score (the score used here is categorical accuracy). The new model is accepted if the fraction of positive votes (green colour) is higher than 0.5. The new model is rejected if the fraction of negative votes (red color) is lower than 0.5. As you can see, there are five learners, and initially they perform poorly. In round one, learner 0 is selected to propose a new set of weights."
