title,text
aea.crypto.plugin,"aea.crypto.plugin. <a id=""aea.crypto.plugin""></a> # aea.crypto.plugin Implementation of plug-in mechanism for cryptos. <a id=""aea.crypto.plugin.Plugin""></a>"
aea.crypto.plugin,"Plugin Objects. Class that implements an AEA plugin. <a id=""aea.crypto.plugin.Plugin.__init__""></a> #### init Initialize the plugin. **Arguments**: - : the group the plugin belongs to. - : the entrypoint. <a id=""aea.crypto.plugin.Plugin.name""></a> #### name Get the plugin identifier. <a id=""aea.crypto.plugin.Plugin.group""></a> #### group Get the group. <a id=""aea.crypto.plugin.Plugin.attr""></a> #### attr Get the class name. <a id=""aea.crypto.plugin.Plugin.entry_point_path""></a> #### entrypointpath Get the entry point path. <a id=""aea.crypto.plugin.load_all_plugins""></a> #### loadallplugins Load all plugins."
aea.crypto.base,"aea.crypto.base. <a id=""aea.crypto.base""></a> # aea.crypto.base Abstract module wrapping the public and private key cryptography and ledger api. <a id=""aea.crypto.base.Crypto""></a>"
aea.crypto.base,"Crypto Objects. Base class for a crypto object. <a id=""aea.crypto.base.Crypto.__init__""></a> #### init Initialize the crypto object. The actual behaviour of this constructor is determined by the abstract methods 'generate_private_key()' and 'load_private_key_from_path(). Either way, the entity object will be accessible as a property. **Arguments**: - : the path to the private key. If None, the key will be generated by 'generate_private_key()'. If not None, the path will be processed by 'load_private_key_from_path()'. - : the password to encrypt/decrypt the private key. - : keyword arguments. <a id=""aea.crypto.base.Crypto.generate_private_key""></a> #### generateprivatekey Generate a private key. **Returns**: the entity object. Implementation dependent. <a id=""aea.crypto.base.Crypto.load_private_key_from_path""></a> #### loadprivatekeyfrompath Load a private key in hex format for raw private key and json format for encrypted private key from a file. **Arguments**: - : the path to the hex/json file. - : the password to encrypt/decrypt the private key. **Returns**: the entity object. <a id=""aea.crypto.base.Crypto.entity""></a> #### entity Return an entity object. **Returns**: an entity object <a id=""aea.crypto.base.Crypto.private_key""></a> #### privatekey Return a private key. **Returns**: a private key string <a id=""aea.crypto.base.Crypto.public_key""></a> #### publickey Return a public key. **Returns**: a public key string <a id=""aea.crypto.base.Crypto.address""></a> #### address Return the address. **Returns**: an address string <a id=""aea.crypto.base.Crypto.sign_message""></a> #### signmessage Sign a message in bytes string form. **Arguments**: - : the message to be signed - : if the deprecated signing is used **Returns**: signature of the message in string form <a id=""aea.crypto.base.Crypto.sign_transaction""></a> #### signtransaction Sign a transaction in dict form. **Arguments**: - : the transaction to be signed **Returns**: signed transaction <a id=""aea.crypto.base.Crypto.load""></a> #### load Load private key from file. **Arguments**: - : the file where the key is stored. - : the password to encrypt/decrypt the private key. **Returns**: private_key in hex string format <a id=""aea.crypto.base.Crypto.dump""></a> #### dump Dump private key to file. **Arguments**: - : the file where the key is stored. - : the password to encrypt/decrypt the private key. <a id=""aea.crypto.base.Crypto.encrypt""></a> #### encrypt Encrypt the private key and return in json. **Arguments**: - : the password to decrypt. **Returns**: json string containing encrypted private key. <a id=""aea.crypto.base.Crypto.decrypt""></a> #### decrypt Decrypt the private key and return in raw form. **Arguments**: - : json string containing encrypted private key. - : the password to decrypt. **Returns**: the raw private key. <a id=""aea.crypto.base.Helper""></a>"
aea.crypto.base,"Helper Objects. Interface for helper class usable as Mixin for LedgerApi or as standalone class. <a id=""aea.crypto.base.Helper.is_transaction_settled""></a> #### istransactionsettled Check whether a transaction is settled or not. **Arguments**: - : the receipt associated to the transaction. **Returns**: True if the transaction has been settled, False o/w. <a id=""aea.crypto.base.Helper.is_transaction_valid""></a> #### istransactionvalid Check whether a transaction is valid or not. **Arguments**: - : the transaction. - : the address of the seller. - : the address of the client. - : the transaction nonce. - : the amount we expect to get from the transaction. **Returns**: True if the random_message is equals to tx['input'] <a id=""aea.crypto.base.Helper.get_contract_address""></a> #### getcontractaddress Get the contract address from a transaction receipt. **Arguments**: - : the transaction digest **Returns**: the contract address if successful <a id=""aea.crypto.base.Helper.generate_tx_nonce""></a> #### generatetxnonce Generate a unique hash to distinguish transactions with the same terms. **Arguments**: - : the address of the seller. - : the address of the client. **Returns**: return the hash in hex. <a id=""aea.crypto.base.Helper.get_address_from_public_key""></a> #### getaddressfrompublickey Get the address from the public key. **Arguments**: - : the public key **Returns**: str <a id=""aea.crypto.base.Helper.recover_message""></a> #### recovermessage Recover the addresses from the hash. **Arguments**: - : the message we expect - : the transaction signature - : if the deprecated signing was used **Returns**: the recovered addresses <a id=""aea.crypto.base.Helper.recover_public_keys_from_message""></a> #### recoverpublickeysfrommessage Get the public key used to produce the of the **Arguments**: - : raw bytes used to produce signature - : signature of the message - : if the deprecated signing was used **Returns**: the recovered public keys <a id=""aea.crypto.base.Helper.get_hash""></a> #### gethash Get the hash of a message. **Arguments**: - : the message to be hashed. **Returns**: the hash of the message. <a id=""aea.crypto.base.Helper.is_valid_address""></a> #### isvalidaddress Check if the address is valid. **Arguments**: - : the address to validate <a id=""aea.crypto.base.Helper.load_contract_interface""></a> #### loadcontractinterface Load contract interface. **Arguments**: - : the file path to the interface **Returns**: the interface <a id=""aea.crypto.base.LedgerApi""></a>"
aea.crypto.base,"LedgerApi Objects. Interface for ledger APIs. <a id=""aea.crypto.base.LedgerApi.api""></a> #### api Get the underlying API object. This can be used for low-level operations with the concrete ledger APIs. If there is no such object, return None. <a id=""aea.crypto.base.LedgerApi.get_balance""></a> #### getbalance Get the balance of a given account. This usually takes the form of a web request to be waited synchronously. **Arguments**: - : the address. **Returns**: the balance. <a id=""aea.crypto.base.LedgerApi.get_state""></a> #### getstate Call a specified function on the underlying ledger API. This usually takes the form of a web request to be waited synchronously. **Arguments**: - : the name of the API function to be called. - : the positional arguments for the API function. - : the keyword arguments for the API function. **Returns**: the ledger API response. <a id=""aea.crypto.base.LedgerApi.get_transfer_transaction""></a> #### gettransfertransaction Submit a transfer transaction to the ledger. **Arguments**: - : the sender address of the payer. - : the destination address of the payee. - : the amount of wealth to be transferred. - : the transaction fee. - : verifies the authenticity of the tx - : the keyword arguments. **Returns**: the transfer transaction <a id=""aea.crypto.base.LedgerApi.send_signed_transaction""></a> #### sendsignedtransaction Send a signed transaction and wait for confirmation. Use keyword arguments for the specifying the signed transaction payload. **Arguments**: - : the signed transaction <a id=""aea.crypto.base.LedgerApi.get_transaction_receipt""></a> #### gettransactionreceipt Get the transaction receipt for a transaction digest. **Arguments**: - : the digest associated to the transaction. **Returns**: the tx receipt, if present <a id=""aea.crypto.base.LedgerApi.get_transaction""></a> #### gettransaction Get the transaction for a transaction digest. **Arguments**: - : the digest associated to the transaction. **Returns**: the tx, if present <a id=""aea.crypto.base.LedgerApi.get_contract_instance""></a> #### getcontractinstance Get the instance of a contract. **Arguments**: - : the contract interface. - : the contract address. **Returns**: the contract instance <a id=""aea.crypto.base.LedgerApi.get_deploy_transaction""></a> #### getdeploytransaction Get the transaction to deploy the smart contract. **Arguments**: - : the contract interface. - : The address that will deploy the contract. - : the keyword arguments. **Returns**: : the transaction dictionary. <a id=""aea.crypto.base.LedgerApi.update_with_gas_estimate""></a> #### updatewithgasestimate Attempts to update the transaction with a gas estimate **Arguments**: - : the transaction **Returns**: the updated transaction <a id=""aea.crypto.base.FaucetApi""></a>"
aea.crypto.base,"FaucetApi Objects. Interface for testnet faucet APIs. <a id=""aea.crypto.base.FaucetApi.get_wealth""></a> #### getwealth Get wealth from the faucet for the provided address. **Arguments**: - : the address. - : the url **Returns**: None"
aea.crypto.ledgerapis,"aea.crypto.ledgerapis. <a id=""aea.crypto.ledger_apis""></a> # aea.crypto.ledgerapis Module wrapping all the public and private keys cryptography. <a id=""aea.crypto.ledger_apis.LedgerApis""></a>"
aea.crypto.ledgerapis,"LedgerApis Objects. Store all the ledger apis we initialise. <a id=""aea.crypto.ledger_apis.LedgerApis.has_ledger""></a> #### hasledger Check if it has the api. <a id=""aea.crypto.ledger_apis.LedgerApis.get_api""></a> #### getapi Get the ledger API. <a id=""aea.crypto.ledger_apis.LedgerApis.get_balance""></a> #### getbalance Get the token balance. **Arguments**: - : the identifier of the ledger - : the address to check for **Returns**: the token balance <a id=""aea.crypto.ledger_apis.LedgerApis.get_transfer_transaction""></a> #### gettransfertransaction Get a transaction to transfer from self to destination. **Arguments**: - : the identifier of the ledger - : the address of the sender - : the address of the receiver - : the amount - : verifies the authenticity of the tx - : the tx fee - : the keyword arguments. **Returns**: tx <a id=""aea.crypto.ledger_apis.LedgerApis.send_signed_transaction""></a> #### sendsignedtransaction Send a signed transaction and wait for confirmation. **Arguments**: - : the identifier of the ledger - : the signed transaction **Returns**: the tx_digest, if present <a id=""aea.crypto.ledger_apis.LedgerApis.get_transaction_receipt""></a> #### gettransactionreceipt Get the transaction receipt for a transaction digest. **Arguments**: - : the identifier of the ledger - : the digest associated to the transaction. **Returns**: the tx receipt, if present <a id=""aea.crypto.ledger_apis.LedgerApis.get_transaction""></a> #### gettransaction Get the transaction for a transaction digest. **Arguments**: - : the identifier of the ledger - : the digest associated to the transaction. **Returns**: the tx, if present <a id=""aea.crypto.ledger_apis.LedgerApis.get_contract_address""></a> #### getcontractaddress Get the contract address from a transaction receipt. **Arguments**: - : the identifier of the ledger - : the transaction receipt **Returns**: the contract address if successful <a id=""aea.crypto.ledger_apis.LedgerApis.is_transaction_settled""></a> #### istransactionsettled Check whether the transaction is settled and correct. **Arguments**: - : the identifier of the ledger - : the transaction digest **Returns**: True if correctly settled, False otherwise <a id=""aea.crypto.ledger_apis.LedgerApis.is_transaction_valid""></a> #### istransactionvalid Check whether the transaction is valid. **Arguments**: - : Ledger identifier - : the transaction - : the address of the seller. - : the address of the client. - : the transaction nonce. - : the amount we expect to get from the transaction. **Returns**: True if is valid , False otherwise <a id=""aea.crypto.ledger_apis.LedgerApis.generate_tx_nonce""></a> #### generatetxnonce Generate a random str message. **Arguments**: - : ledger identifier. - : the address of the seller. - : the address of the client. **Returns**: return the hash in hex. <a id=""aea.crypto.ledger_apis.LedgerApis.recover_message""></a> #### recovermessage Recover the addresses from the hash. **Arguments**: - : ledger identifier. - : the message we expect - : the transaction signature - : if the deprecated signing was used **Returns**: the recovered addresses <a id=""aea.crypto.ledger_apis.LedgerApis.get_hash""></a> #### gethash Get the hash of a message. **Arguments**: - : ledger identifier. - : the message to be hashed. **Returns**: the hash of the message. <a id=""aea.crypto.ledger_apis.LedgerApis.is_valid_address""></a> #### isvalidaddress Check if the address is valid. **Arguments**: - : ledger identifier. - : the address to validate. **Returns**: whether it is a valid address or not."
aea.crypto.wallet,"aea.crypto.wallet. <a id=""aea.crypto.wallet""></a> # aea.crypto.wallet Module wrapping all the public and private keys cryptography. <a id=""aea.crypto.wallet.CryptoStore""></a>"
