title,text
CLI - Managing Keys,"CLI - Managing Keys. # CLI - Managing Keys Managing your keys is an essential part of working with the Ledger, since all interactions are authenticated with these keys."
CLI - Managing Keys,"Adding keys. To create a new local key you need run the following command: <div class=""admonition note""> <p class=""admonition-title"">Note</p> <p>These keys are stored locally on your system. By default, these keys will be stored in the OS level keychain, however, in general these keys are considered less secure than using a hardware device</p> </div> After running the command will print out a summary of the new key. An example of this output is shown below: This will be followed by a 24-word mnemonic that can be used to re-generate the private key and address for the account (keep this safe, if ever used to control main-net tokens)."
CLI - Managing Keys,"Looking up an address. A common operation that you will want to do is to lookup the address for a specified key. This can be done quickly using the following command: An example of the expected output is shown below: A less common operation, but still useful, would be to lookup the public key for a specified key. The can be achieved with the following command: An example of the expected output is shown below:"
CLI - Managing Keys,Listing keys. To lookup more detailed information for all keys on your system use the following command: This will output all of your keys information in a yaml format that is similar to the one generated when you first created the key.
CLI - Managing Keys,"Recovering a key. You can import a key from a 24-word mnemonic by running: You'll be prompted to enter the mnemonic phrase, and it will then print the matching address and key details as when creating a new key."
CLI - Managing Keys,"Hardware Wallets. ,Setup: We recommend hardware wallets as a solution for managing private keys. The Fetch ledger is compatible with Ledger Nano hardware wallets. To use your Ledger Nano you will need to complete the following steps: 1. Set-up your wallet by creating a PIN and passphrase, which must be stored securely to enable recovery if the device is lost or damaged. 2. Connect your device to your PC and update the firmware to the latest version using the Ledger Live application. 3. Install the Cosmos application using the software manager (Manager > Cosmos > Install). ,Adding a new key: In order to use the hardware wallet address with the cli, the user must first add it via . This process only records the public information about the key. To import the key first plug in the device and enter the device pin. Once you have unlocked the device navigate to the Cosmos app on the device and open it. To add the key use the following command: <div class=""admonition note""> <p class=""admonition-title"">Note</p> <p>The <code>--ledger</code> flag tells the command line tool to talk to the ledger device and the <code>--index</code> flag selects which HD index should be used.</p> </div> When running this command, the Ledger device will prompt you to verify the generated address. Once you have done this you will get an output in the following form:"
Governance Proposals,"Governance Proposals. # Governance Proposals In order to change any attribute of a network, a governance proposal must be submitted. This could be a simple poll, a software update or a governing parameter change. ### Parameter change This is an example of the process in which network parameters may be changed through the use of a governance proposal. The values within this code can be changed in order to alter the minimum deposited fund threshold for a proposal to enter the voting phase, and the length of the deposit stage in which the minimum deposit threshold must be met. ### Proposal deposit phase The characteristics of the deposit phase are described by a set of network governance parameters, where the deposit period is two days from the initial proposal deposit until expiration, and a minimum threshold of 10000000denom as default. The minimum threshold must be met during this deposit period in order to proceed to the voting phase. The proposer may provide all of this threshold, or just some. In which case, supporters of the proposal may donate additional funding towards the goal of meeting the threshold. At any point of the deposit stage, the deposit pot can be queried. This at https://docs.cosmos.network/master/modules/gov/01_concepts.html#proposal-submission documentation provides a more detailed explanation of the deposit funding period. ### Proposal voting and querying After the deposit period has passed, there are two outcomes: either the current minimum threshold is met, or the value is not met and the funds are returned. In the first case this proposal is submitted and to be voted on, returning a tally at the end of the voting period. In order to submit a vote on a proposal that has passed into the voting phase, all staked users except the proposer may do so using this command. The current voting turnout and tally can be queried, which displays a list of all voters and their choice. #### Example output ### Voting outcome After the voting period has ended, the results are used to determine the next step of the proposal. The potential outcomes include: - **Majority *yes* vote** -	The proposal passes through and the users act according to the proposal type - e.g. A Software update proposal passes, and users begin uptake of the new version - **Majority *no* vote** - The funds deposited to pass into the voting stage are returned, and there is no governance change - **Majority *no_with_veto* vote** - This outcome is indicative of a proposal which may undermine the current governance system, e.g. a proposal to set the deposit threshold or voting period to an absurd value - All funds deposited in the proposal are to be burned subject to this outcome, and there is no governance change"
Multisig keys,"Multisig keys. # Multisig keys This feature of allows users to securely control keys in a number of configurations. Using a threshold number K of maximum N keys, a user or group of users can set the minimum number of keys required to sign a transaction. Some examples of these configurations allow some useful features such as the choice of a spare key, where only one key is required to sign (K=1) but there are two keys available to do so. Another more complex example configuration is set out below."
Multisig keys,"Creating a multisig key. ,Example instantiation of a multisig key: This example represents a shared multisig key that could be used within a business amongst three account holders - where at least two of three (K=2) must sign off on each transaction. You will need the address of the business_key later in the example. Here just a reminder how to get it:"
Multisig keys,"Signing and broadcasting multisig transactions. ,Multisig transaction example: It is important to note that this method of signing transactions can apply to all types of transaction. ,Other multisig transaction examples:"
