title,text
deploy-a-contract,"deploy-a-contract. You can deploy smart contracts in CosmPy using . For this, you will need the path to where the contract is stored (in this case ), a at connect-to-network.md and a at wallets-and-keys.md: You can now start interacting with the contract. To get the address of where the contract is deployed on the network: You can query the values of the contract's state variables: You can also set these values. The following sets the state variable to : Let's check if this was set correctly: Similarly, you can clear the state variables:"
liquidity-pool,liquidity-pool. 
liquidity-pool,"Swap Tokens. You can interact with a liquidity pool by swapping atestfet for CW20 tokens or vice versa. First, perform all the necessary imports: Set the network configuration, define a local wallet and add some tokens to it using the FaucetApi Define the CW20, pair, and liquidity token contracts with the following addresses: Swap the defined of atestfet for CW20 tokens You can query your CW20 balance using the following code: To trade 10 CW20 tokens for atestfet you can use the following:"
liquidity-pool,"Add and Remove Liquidity . You need to increase your wallet's allowance to provide CW20 tokens to the liquidity pool. You don't need to increase the allowance to provide atestfet To set the amount of atestfet to be added to the liquidity pool and not influence the existing token prices, we need to choose an amount that matches the atestfet:CW20 token ratio already existing in the pool. For this reason, we will query the pool to observe the atestfet:CW20 token ratio At the moment the code was run, the ratio was close to 247:10 atestfet:CW20, and since we defined above the amount of CW20 tokens to provide to the liquidity pool as 100, we will match the LP pool ratio by setting the atestfet amount as 2470. It will be difficult to exactly match the current ratio of the pool, but when adding liquidity to the pool, there is a slippage_tolerance parameter that allows a certain percentage change in the price. When providing liquidity, you are rewarded with newly minted LP tokens. LP tokens represent the liquidity provider's share in the pool. You can burn your LP tokens to withdraw your share from the liquidity pool, for more information visit at https://docs.terraswap.io/. The following code shows how to withdraw your share from the LP. You can now query you LP token balance to observe that it has gone down to zero You can also check the full code example at at https://github.com/fetchai/cosmpy/blob/develop/examples/aerial_liquidity_pool.py"
connect-to-network,"connect-to-network. To start interacting with a blockchain, you first need to establish a connection to a network node. You can use as a client object which takes a as an argument. For convenience, some networks' configurations are provided automatically. For example, is the configuration for the Fetch ledger. If you want to interact with other chains, you can customise as shown in the example below: A full list of chain identifiers, denominations and end-points can be found at the Cosmos chain registry at https://github.com/cosmos/chain-registry/."
swap-automation,"swap-automation. A mean-reversion strategy expects the prices to return to “normal” levels or a certain moving average following a temporary price spike. We can construct a similar strategy using the Liquidity Pool, where we will set upper and lower bound prices that will trigger a sell and a buy transaction respectively. If the behavior of the LP prices works as expected always returning to a certain moving average, we could profit by selling high and buying low. We will do this by swapping atestfet and CW20 with the Liquidity Pool, we refer to a sell transaction when we sell atestfet and get CW20 tokens, a buy transaction would be exactly the opposite. The code will require the following imports: We will define the *swap_native_for_cw20* function that trades of atestfet from for CW20 tokens by executing a : Now, we will define the *swap_cw20_for_native* function that does exactly the opposite of the function defined above: trades of CW20 tokens from for atestfet. This time the CW20 is executed using the . Finally, you need to include the {""swap"":{}} message in the ""msg"" field. However, this swap message has to be encoded into base64. When you encode {""swap"":{}} message into base64 you get: eyJzd2FwIjp7fX0= Set the network configuration, define a local wallet and add some tokens to it using the FaucetApi Define the CW20, pair, and liquidity token contracts with the following addresses: We will define a trading wallet named that will keep track of the amount of atestfet or CW20 tokens we hold at each moment. The variable will keep track of the token type. We will never have a mixed trading wallet since in this strategy, every time we perform a swap, we sell all the current tokens. Now we will define the upper and lower price bounds (atestfet/CW20) that will trigger a buy and a sell transaction of atestfet. We also define the commission rate (0.3% in at https://docs.terraswap.io/docs/introduction/trading_fees/) and the time step to query the pool's price. Finally, we will initialize a loop, in every step it will: * Query the Liquidity Pool status * Check if current trading wallet's * Calculate the *atestfet/CW20* price using the tokens received if the whole trading wallet's balance was to be swapped with the liquidity pool * If atestfet sell/buy price is equal or lower/higher than the lower/upper bound, it will trigger a sell/buy transaction of atestfet to buy/sell CW20 tokens. * Update trading wallet balance and * Sleep and repeat This code assumes other traders performing transactions with the Liquidity Pool that will generate price movements. You can check out the full example at at https://github.com/fetchai/cosmpy/blob/develop/examples/aerial_swap_automation.py"
wallets-and-keys,"wallets-and-keys. To make changes on a network, you will need to start sending transactions to it. This in tern involves managing private keys and addresses. Luckily, CosmPy makes this relatively straightforward. The following code outlines how to both generate a completely new private key and how to recover a previously generated one: The object is one of CosmPy's low level primitives. This is why it is generally paired with a object in most scenarios. Below, a (a kind of ) is created using the private key: Creating the wallet allows users to query useful information such as the address from the wallet directly."
wallets-and-keys,"Existing account. ,From mnemonic: If you have the mnemonic phrase to an account, you can get the associated private key as follows: !!! danger Of course in real applications, you should **never** include a mnemonic in public code. ,Custom prefix network:: In case you are using a network other than fetch.ai's, you can provide the custom prefix when creating the wallet:"
query-balance,query-balance. A at connect-to-network.md object can be used to query the balances associated with a particular address: This will return a of objects that contain and variables that correspond to all the funds held at the address and their denominations. This list includes all natively defined coins along with any tokens transferred using the inter-blockchain communication (IBC at https://ibcprotocol.org/) protocol. It's also possible to query the funds associated with a particular denomination by calling which will return the value of the (integer) funds held by the address with the specified denomination. If the argument is omitted the function will return the fee denomination specified in the object used to initialise the .
auto-compounder,"auto-compounder. When an account delegates tokens to a network's validator, it will start generating rewards proportional to the amount of at staking.md delegated. But since rewards aren't automatically added to your stake and therefore don't contribute to future rewards, we can perform a compounding strategy to generate exponential rewards."
