title,text
Authors,Authors. # Authors This is the official list of the AEA Framework authors: ### Lead - Ali Hosseini <ali.hosseini@fetch.ai> 5A11 at https://github.com/5A11 ### Primary Current and Past Contributors - James Riehl jrriehl at https://github.com/jrriehl - David Minarsch DavidMinarsch at https://github.com/DavidMinarsch - Marco Favorito MarcoFavorito at https://github.com/MarcoFavorito - Yuri Turchenkov solarw at https://github.com/solarw - Oleg Panasevych Panasevychol at https://github.com/panasevychol - Lokman Rahmani lrahmani at https://github.com/lrahmani - Jiří Vestfál MissingNO57 at https://github.com/MissingNO57
Development Guidelines,Development Guidelines. # Development Guidelines - Getting the Source at #get - Setting up a New Development Environment at #setup - Development at #dev - General code quality checks at #general - Updating API documentation at #api - Updating documentation at #docs - Updating dependencies at #deps - Updating packages at #package - Tests at #tests - Miscellaneous checks at #misc - Contributing at #contributing - Making Releases at #release
Development Guidelines,"<a name=""get""></a> Getting the Source. 1. Fork the [agents-aea repository][repo]. 2. Clone your fork of the agents-aea repository: 3. Define an remote pointing back to the main agents-aea repository:"
Development Guidelines,"<a name=""setup""></a> Setting up a New Development Environment. 1. Ensure you have Python (version , or ) and [][poetry]. 2. This will create a new virtual environment using poetry with the project and all the development dependencies installed. > We use <a href=""https://python-poetry.org"" target=""_blank"">poetry</a> to manage dependencies. All python specific dependencies are specified in and installed with the framework. > > You can have more control on the installed dependencies by leveraging poetry's features. 3. To enter the virtual environment. Depending on what you want to do, you might need extra tools on your system: - The project uses [Google Protocol Buffers][protobuf] compiler for message serialization. The compiler's version must match the library installed with the project (see ). - The package is partially developed in Go. To make changes, [install Golang][go]. - To update fingerprint hashes of packages, you will need the [IPFS daemon][ipfs]."
Development Guidelines,"<a name=""dev""></a>Development. ,<a name=""general""></a>General code quality checks: To run general code quality checkers, formatters and linters: - Automatically formats your code and sorts your imports, checks your code's quality and scans for any unused code. - Statically checks the correctness of the types. - Analyses the quality of your code. - Checks the code for known vulnerabilities and common security issues. - Cleans your development environment and deletes temporary files and directories. - For the Go parts, we use [][golines] and [][golangci-lint] for linting. ,<a name=""docs""></a>Updating documentation: We use [][mkdocs] and [][material] for static documentation pages. To make changes to the documentation: - This starts a live-reloading docs server on localhost which you can access by going to <http://127.0.0.1:8000/> in your browser. Making changes to the documentation automatically reloads this page, showing you the latest changes. To create a new documentation page, add a markdown file under and add a reference to this page in under . ,<a name=""api""></a>Updating API documentation: If you've made changes to the core package that affects the public API: - This regenerates the API docs. If pages are added/deleted, or there are changes in their structure, these need to be reflected manually in the section of . ,<a name=""deps""></a>Updating dependencies: We use [][poetry] and to manage the project's dependencies. If you've made any changes to the dependencies (e.g. added/removed dependencies, or updated package version requirements): - This re-locks the dependencies. Ensure that the file is pushed into the repository (by default it is). - Checks that the licence for the framework is correct, taking into account the licences for all dependencies, their dependencies and so forth. ,<a name=""package""></a>Updating packages: If you've made changes to the packages included in the repository (e.g. skills, protocols, connections, contracts): - Updates the fingerprint hashes of every package in the repository. - Checks, a. that the package hashes are correct, b. the documentation correctly references the latest packages, and c) runs other correctness checks on packages. ,<a name=""tests""></a>Tests: To test the Python part of the project, we use . To run the tests: - Runs all the tests. - Runs all plugin tests. - Runs the tests for . For example, to run the tests for the CLI: To test the Go parts of the project: - from the root directory of a Go package (e.g. ) to run the Golang tests. If you experience installation or build issues, run . ,<a name=""misc""></a>Miscellaneous checks: - Checks that all files have the correct copyright header (where applicable). - Checks that the links in the documentations are valid and alive. - Checks the libp2p code under and in the connection packages aren't different. - Checks the plugin licenses and the codes under and ledger plugins aren't different."
Development Guidelines,"<a name=""contributing""></a>Contributing. For instructions on how to contribute to the project (e.g. creating Pull Requests, commit message convention, etc), see the [contributing guide][contributing guide]."
Development Guidelines,"<a name=""release""></a>Making Releases. For instructions on how to make a release, see the [release process][release process] guide. [protobuf]: https://developers.google.com/protocol-buffers/ [ipfs]: https://docs.ipfs.tech/install/ [go]: https://golang.org/doc/install [golines]: https://github.com/segmentio/golines [golangci-lint]: https://golangci-lint.run [mkdocs]: https://www.mkdocs.org [material]: https://squidfunk.github.io/mkdocs-material/ [poetry]: https://python-poetry.org [contributing guide]: https://github.com/fetchai/agents-aea/blob/main/CONTRIBUTING.md [release process]: https://github.com/fetchai/agents-aea/blob/main/scripts/RELEASE_PROCESS.md [repo]: https://github.com/fetchai/agents-aea"
Release History,Release History. # Release History
Release History,1.2.5 (2023-01-18). Docs: - Sweeping foundational updates across all documentation Misc: - Update some dependencies - Update copyright headers across all files (including year 2023) - Remove submodule - Various bug fixes
Release History,"1.2.4 (2022-11-30). Agents: - Add hello_world skill and agent Docs: - Update repository documentations - Update installation guide for Raspberry Pis (add a link to prebuilt image for Raspberry Pis) Misc: - Update the dependencies (protobuf, jsonschema, cosmpy) - Various improvements in the repository structure (e.g. makefile, tox, workflows) - Speed up CI/CD - Various bug fixes"
