title,text
Installation,"Installation. # Installation !!! Info ""Platforms"" The AEA framework can be used on , and ."
Installation,"System Requirements. ,Alternatively: Use Docker: We also provide a Docker image with all the needed dependencies. 1. Pull the image: 2. Run the image with your current local directory mounted as a docker volume. This allows you to keep your agents local while working on them from within the docker container: === ""Linux and MacOs"" === ""Windows"" Once successfully logged into the docker container, you can follow the rest of the guide the same way as if not using docker."
Installation,"For Agent Development. ,Preliminaries: 1. Create a new working directory. Let's call it . This is where you will create your agent projects. 2. Inside , add an empty directory called . This is a local registry for your agents' components. You should now have the following directory structure: !!! tip ""Alternatively, clone a template repo:"" Instead of the above, you can clone the template repo as described in in the <a href=""../development-setup#approach-1"">development setup</a> guide. #### Virtual Environment Unless you are using the docker image, we highly recommend using a virtual environment so that your setup is isolated from the rest of your system. This prevents clashes and ensures consistency across dependencies. You can use any common virtual environment manager for Python, such as <a href=""https://pypi.org/project/pipenv/"" target=""_blank""></a> and <a href=""https://python-poetry.org/docs/#installation"" target=""_blank""></a>. If you do not have either, install one. Once installed, create a new virtual environment in the directory and enter it: === ""pipenv"" Use any <a href=""../install/#system-requirements"">Python version supported</a> in the command: === ""poetry"" ,Installation: The latest version of the Python implementation of the AEA Framework is: <a href=""https://pypi.org/project/aea/"" target=""_blank""> <img alt=""PyPI"" src=""https://img.shields.io/pypi/v/aea""> </a> !!! info ""Note"" If you are upgrading your AEA project from a previous version of the AEA framework, make sure you check out <a href=""../upgrading/"">the upgrading notes</a>. #### Using pip Install the AEA framework using pip: === ""bash/windows"" === ""zsh"" ??? tip ""Troubleshooting"" To ensure no cache is used, add to the installation command. #### Using pipx Install the AEA framework using pipx:"
Installation,"For Contributing to the AEA Framework. To contribute to the development of the framework or related tools (e.g. ACN), please refer to the <a href=""https://github.com/fetchai/agents-aea/blob/main/CONTRIBUTING.md"" target=""_blank"">Contribution</a> and <a href=""https://github.com/fetchai/agents-aea/blob/main/DEVELOPING.md"" target=""_blank"">Development</a> guides in our GitHub repository."
Installation,"Other Tools You Might Need. Depending on what you want to do, you might need extra tools on your system: - To use the Agent Communication Network (ACN) for peer-to-peer communication between agents (e.g. using the connection) you will need <a href=""https://go.dev/doc/install"" target=""_blank""> Golang 1.14.2 or higher</a>. - The framework uses <a href=""https://protobuf.dev"" target=""_blank"">Google Protocol Buffers</a> for message serialization. If you want to develop protocols, install the protobuf compiler on your system. The version you install must match the library installed with the project (see <a href=""https://github.com/fetchai/agents-aea/blob/main/pyproject.toml"" target=""_blank"">pyproject.toml</a>). - To update fingerprint hashes of packages, you will need the <a href=""https://docs.ipfs.tech/install/"" target=""_blank"">IPFS daemon</a>."
TAC External App,"TAC External App. # TAC External App !!! note This app is no longer maintained. The original TAC has its own <a href=""https://github.com/fetchai/agents-tac"" target=""_blank"">repo</a>. Follow the instructions below to build and run the TAC demo."
TAC External App,"Requirements. Make sure you are running <a href=""https://docs.docker.com/get-docker/"" target=""_blank"">Docker</a> and <a href=""https://docs.docker.com/compose/install/"" target=""_blank"">Docker Compose</a>."
TAC External App,"Quick Start. Clone the repo to include submodules. Check you have . If you don't have it, install it. Instructions are <a href=""https://pypi.org/project/pipenv/"" target=""_blank"">here</a>. Create and launch a virtual environment. Install the dependencies. Install the package. Run the launch script. This may take a while. The <a href=""https://github.com/fossasia/visdom"" target=""_blank"">Visdom</a> server is now running. The controller GUI at <a href=""http://localhost:8097"" target=""_blank"">http://localhost:8097</a> provides real time insights. In the Environment tab, make sure you have the environment selected. <img src=""../assets/visdom_ui.png"" alt=""AEA Visdom UI"" class=""center"">"
TAC External App,"Alternative Build and Run. In a new terminal window, clone the repo, build the sandbox, and launch it. In a new terminal window, enter the virtual environment, and connect a template agent to the sandbox. Click through to the <a href=""http://localhost:8097"" target=""_blank"">controller GUI</a>."
TAC External App,"Possible Gotchas. Stop all running containers before restart. To remove all images, run the following command."
Trade between Two AEAs,"Trade between Two AEAs. # Trade between Two AEAs This guide is a step-by-step introduction to building AEAs that advertise their static and dynamic data, find other AEAs with required data, negotiate terms of trade, and carry out trades via ledger transactions. If you simply want to run the resulting AEAs <a href=""../generic-skills"">go here</a>."
Trade between Two AEAs,"Dependencies (Required). Follow the <a href=""../quickstart/#preliminaries"">Preliminaries</a> and <a href=""../quickstart/#installation"">Installation</a> sections from the AEA quick start."
Trade between Two AEAs,"Reference Code (Optional). This step-by-step guide goes through the creation of two AEAs which are already developed by Fetch.ai. You can get the finished AEAs, and compare your code against them, by following the next steps:"
Trade between Two AEAs,"Simplification Step. To keep file paths consistent with the reference code, we suggest you initialize your local author as for the purpose of this demo only:"
Trade between Two AEAs,"Generic Seller AEA. ,Step 1: Create the AEA: Create a new AEA by typing the following command in the terminal: Our newly created AEA is inside the current working directory. Let’s create our new skill that will handle the sale of data. Type the following command: The command creates the correct structure for a new skill inside our AEA project. You can locate the newly created skill under the ""skills"" folder (), and it must contain the following files: - - - - - ,Step 2: Create the Behaviour: A <a href=""../api/skills/base#behaviour-objects""></a> class contains the business logic specific to actions initiated by the AEA, rather than reactions to other events. Open the file () and replace the stub code with the following: This <a href=""../api/skills/behaviours#tickerbehaviour-objects""></a> registers (see method) and de-registers (see method) our AEA’s service on the <a href=""../simple-oef"">SOEF search node</a> at regular tick intervals (here 60 seconds). By registering, the AEA becomes discoverable to other AEAs. In , prior to registrations, we send a message to the ledger connection to check the account balance for the AEA's address on the configured ledger. ,Step 3: Create the Handler: So far, we have tasked the AEA with sending register/unregister requests to the <a href=""../simple-oef"">SOEF search node</a>. However at present, the AEA has no way of handling the responses it receives from the search node, or in fact messages sent by any other AEA. We have to specify the logic to negotiate with another AEA based on the strategy we want our AEA to follow. The following diagram illustrates the negotiation flow that we want this AEA to use, as well as interactions with a search node and the blockchain between a and a . In our case, is the in the above figure. Let us now implement a <a href=""../api/skills/base#handler-objects""></a> to deal with incoming messages. Open the file () and replace the stub code with the following: The code above contains the logic for handling received by the AEA. We use (more on this <a href=""../generic-skills-step-by-step/#step-5-create-the-dialogues"">below</a>) to keep track of the progress of the negotiation dialogue between the AEA and the AEA. In the above method, we first check if a received message belongs to an existing dialogue or if we have to create a new dialogue (the part). Once this is done, we break down the AEA's response to each type of negotiation message, as indicated by the message's performative (the part). Therefore, we implement the AEA's response to each negotiation message type in a different handler function. Below the unused function, we continue by adding the following function: The above code handles an unidentified dialogue by responding to the sender with a containing the appropriate error information. The next code block handles (call-for-proposal) negotiation messages. Paste the following code below the function: The above code sends a message back to the buyer as a response to its if the requested services match our seller agent's supplied services, otherwise it will respond with a message. The next code-block handles the decline message we receive from the buyer. Add the following code below the function: If we receive a decline message from the buyer we close the dialogue and terminate this conversation with . Alternatively, we might receive an message. In order to handle this option add the following code below the function: When accepts the we send it and sends an message, we have to respond with another message () to match the acceptance of the terms of trade and to inform the buyer of the address we would like it to send the funds to. Lastly, we must handle an message, which the buyer uses to inform us that it has indeed sent the funds to the provided address. Add the following code at the end of the file: In the above code, we check the message. If it contains a transaction digest, then we verify that the transaction matches the proposal the buyer accepted. If the transaction is valid and we received the funds, then we send the data to the buyer. Otherwise, we do not send the data. The remaining handlers are as follows: The deals with from the ledger connection and the handles from the SOEF connection. ,Step 4: Create the Strategy: Next, we are going to create the strategy that we want our AEA to follow. Rename the file () to and replace the stub code with the following: keyvaluekeyvaluekeyvalue In the above code snippet, we initialise the strategy class by trying to read the variables specific to the strategy from a YAML configuration file. If any variable is not provided, some default values will be used. The following properties and methods deal with different aspects of the strategy. They should be relatively self-descriptive. Add them under the initialization of the strategy class: The helper private function is where we read data from a sensor or if there are no sensor we use some default data provided (see the property). ,Step 5: Create the Dialogues: To keep track of the structure and progress of interactions, including negotiations with a buyer AEA and interactions with search nodes and ledgers, we use dialogues. Create a new file in the skill folder () and name it . Inside this file add the following code: The class contains negotiation dialogues with each AEA (and other AEAs) and exposes a number of helpful methods to manage them. This helps us match messages to the dialogues they belong to, access previous messages and enable us to identify possible communications problems between the AEA and the AEA. It also keeps track of the data that we offer for sale during the proposal phase. The class extends , which itself derives from the base <a href=""../api/protocols/dialogue/base#dialogues-objects""></a> class. Similarly, the class extends which itself derives from the base <a href=""../api/protocols/dialogue/base#dialogue-objects""></a> class. To learn more about dialogues have a look <a href=""../protocol"">here</a>. ,Step 6: Update the YAML Files: Since we made so many changes to our AEA we have to update the (at ). Make sure you update your with the following configuration: We must pay attention to the models and in particular the strategy’s variables. Here we can change the price we would like to sell each data reading for, or the currency we would like to transact with. Lastly, the dependencies are the third party packages we need to install in order to get readings from the sensor. Finally, we fingerprint our new skill: This will hash each file and save the hash in the fingerprint. This way, in the future we can easily track if any of the files have changed."
Trade between Two AEAs,"Generic Buyer AEA. ,Step 1: Create the AEA: In a new terminal, create a new AEA by typing the following command in the terminal: Our newly created AEA is inside the current working directory. Let’s create a new skill for purchasing data. Type the following command: This command creates the correct structure for a new skill inside our AEA project. You can locate the newly created skill under the skills folder () and it must contain the following files: - - - - - ,Step 2: Create the Behaviour: Open the file () and replace the stub code with the following: This <a href=""../api/skills/behaviours#tickerbehaviour-objects""></a> will send a search query to the <a href=""../simple-oef"">SOEF search node</a> at regular tick intervals. ,Step 3: Create the Handler: So far, the AEA is tasked with sending search queries to the <a href=""../simple-oef"">SOEF search node</a>. However, currently the AEA has no way of handling the responses it receives from the SOEF or messages from other agents. Let us now implement <a href=""../api/skills/base#handler-objects""></a> to deal with the expected incoming messages. Open the file () and add the following code (replacing the stub code already present in the file): You will see that we are following similar logic to the when we develop the ’s side of the negotiation. First, we create a new dialogue and store it in the dialogues class. Then we are checking what kind of message we received by checking its performative. So lets start creating our handlers: The above code handles messages referencing unidentified dialogues and responds with an error message to the sender. Next we will handle the message received from the AEA: When we receive a proposal, we have to check if we have the funds to complete the transaction and if the proposal is acceptable based on our strategy. If the proposal is not affordable or acceptable, we respond with a message. Otherwise, we send an message to the seller. The next code-block handles the message that we may receive from the seller as a response to our or messages: The above code terminates each dialogue with the specific AEA and stores the state of the terminated dialogue (whether it was terminated after a or an ). If AEA wants to move on with the sale, it will send a message. In order to handle this we add the following code: The first thing we are checking is if we enabled our AEA to transact with a ledger. If so, we add this negotiation to the queue of transactions to be processed. If not, we simulate non-ledger payment by sending an to the seller that the payment is done (say via bank transfer). Lastly, we need to handle messages. This is the message that will have our data: We now need to add handlers for messages received from the and the <a href=""../simple-oef"">SOEF search node</a>. We need one handler for each type of protocol we use. To handle the messages in the protocol used by the <a href=""../simple-oef"">SOEF search node</a> we add the following code in the same file (): When we receive a message from the <a href=""../simple-oef"">SOEF search node</a> of a type , we are passing the details to the relevant handler method. In the function, we are checking that the response contains some agents, and we stop the search if it does. We pick our first agent and send a message. The last handlers we need are the and the . These handlers are responsible for that we receive from the , and that we receive from the ledger connection, respectively. ,Step 4: Create the Strategy: We are going to create the strategy that we want our AEA to follow. Rename the file (in ) to and replace the stub code with the following: Similar to the seller AEA, we initialize the strategy class by trying to read the strategy variables from the YAML file, and if not possible, use some default values. In the following snippet, the two methods after the properties are related to the OEF search service. Add this snippet under the initialization of the strategy class: The following code block checks if the proposal that we received is acceptable according to a strategy: The method in the following code block checks if we can afford the transaction based on the funds we have in our wallet on the ledger. The rest of the methods are self-explanatory. ,Step 5: Create the Dialogues: As mentioned during the creation of the seller AEA, we should keep track of the various interactions an AEA has with others and this is done via dialogues. Create a new file and name it (in ). Inside this file add the following code: The various dialogues classes in the above code snippet store dialogues with other AEAs, services and components, (e.g. SOEF search node via the connection, ledgers via the connection and the decision maker). They expose useful methods to manipulate these interactions, access previous messages, and enable us to identify possible communications problems between and AEAs. ,Step 6: Update the YAML Files: After making so many changes to our skill, we have to update the configuration file so it reflects our newly created classes, and contains the values used by the strategy. Make sure contains the following configuration: We must pay attention to the models and the strategy’s variables. Here we can change the price we would like to buy each reading at, the maximum transaction fee we are prepared to pay, and so on. Finally, we fingerprint our new skill: This will hash each file and save the hash in the fingerprint. This way, in the future we can easily track if any of the files have changed."
Trade between Two AEAs,"Run the AEAs. ,Create Private Keys: For each AEA, create a private key: Next, create a private key to secure the AEA's communications: Finally, certify the key for use by the connections that request that: ,Update the AEA Configurations: In both AEAs run: ,Fund the Buyer AEA: Create some wealth for your buyer on the Fetch.ai testnet (this operation might take a while). ,Run Seller AEA: Add the remaining packages for the seller AEA, then run it: Once you see a message of the form take note of the address. #### Run Buyer AEA Add the remaining packages for the buyer AEA: Then, update the configuration of the buyer AEA's P2P connection: where is replaced accordingly. Then run the buyer AEA: You will see that the AEAs negotiate and then transact using the Dorado testnet."
Trade between Two AEAs,"Delete the AEAs. When you are done, go up a level and delete the AEAs."
Trade between Two AEAs,"Next Steps. ,Recommended: We recommend you build your own AEA next. There are many helpful guides and demos in the documentation, and a developer community on <a href=""https://discord.com/invite/btedfjPJTj"" target=""_blank"">Discord</a>. Speak to you there!"
Front-End Integration,"Front-End Integration. # Front-End Integration This page lays out two options for connecting a front-end to an AEA. The following diagram illustrates these two options. <img src=""../assets/http-integration.jpg"" alt=""How to connect front-end to your AEA"" class=""center"" style=""display: block; margin-left: auto; margin-right: auto;width:80%;"">"
Front-End Integration,"Case 1. The first option is to create a connection that handles incoming requests from a REST API. In this scenario, the REST API communicates with the AEA and requests are handled by the connection package. The REST API should send CRUD requests to the connection () which translates these into Envelopes to be consumed by the correct skill."
Front-End Integration,"Case 2. The second option is to create a front-end comprising a stand-alone with a connection (). In this scenario the <a href=""../acn"">Agent Communication Network</a> can be used to send Envelopes from the AEA to the front-end."
Generating Protocols,Generating Protocols. # Generating Protocols
Generating Protocols,"How to Run. ,Full Mode vs Protobuf Only Mode: Currently, the generator can operate in _full mode_ for Python, creating a complete protocol package (files 1 to 7 above) from a protocol specification. The generator also has a _protobuf only mode_ which only creates the protocol buffer schema and implementation files (files 5 and 6 above). The languages supported in the _protobuf only mode_ and their respective ids are below: - go: - c++: - java: - c&#35;: - ruby: - objective-c: - javascript: To use the generator in protobuf only mode for any of the above languages: where is a language id. The protocol buffer compiler requires a plugin to generate Go code. Install it with: !!! note Note the protocol buffer compiler that the generator uses requires a plugin to produce code. Follow <a href=""../protocol-generator/#protocol-specification"">this instruction</a>."
